"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","gene_id","gene_symbol"
4.63351117700576e-07,1.09762889099595,0.21,0.084,0.0156121525598032,"13","ENSG00000138593","ENSG00000138593","SECISBP2L"
4.69071311052441e-07,1.35872992260678,0.24,0.119,0.015804888754601,"13","ENSG00000112473","ENSG00000112473","SLC39A7"
4.69634096775446e-07,0.697854008757573,0.289,0.182,0.0158238512567519,"13","ENSG00000119318","ENSG00000119318","RAD23B"
4.7694428716317e-07,0.727374349730247,0.259,0.153,0.0160701608116759,"13","ENSG00000144034","ENSG00000144034","TPRKB"
4.7721737631735e-07,0.79054805591562,0.21,0.094,0.0160793622776368,"13","ENSG00000117139","ENSG00000117139","KDM5B"
4.80505598021941e-07,1.10357916619668,0.261,0.135,0.0161901556197513,"13","ENSG00000126254","ENSG00000126254","RBM42"
4.89050384678109e-07,1.35783014340686,0.444,0.257,0.0164780636613442,"13","ENSG00000126457","ENSG00000126457","PRMT1"
4.97320596932208e-07,0.521288985180104,0.585,0.47,0.0167567201930338,"13","ENSG00000170776","ENSG00000170776","AKAP13"
4.98950192067406e-07,0.611711647192585,0.528,0.422,0.0168116277715192,"13","ENSG00000183726","ENSG00000183726","TMEM50A"
5.10295693320496e-07,0.653319114146477,0.257,0.131,0.0171939030907408,"13","ENSG00000181722","ENSG00000181722","ZBTB20"
5.2118351118696e-07,0.88716316077785,0.328,0.193,0.0175607572259334,"13","ENSG00000177200","ENSG00000177200","CHD9"
5.4914616357502e-07,0.905263387871239,0.23,0.092,0.0185029308354967,"13","ENSG00000162852","ENSG00000162852","CNST"
5.73742903043656e-07,0.836096587020511,0.222,0.122,0.019331693375153,"13","ENSG00000167110","ENSG00000167110","GOLGA2"
6.02201047982671e-07,1.0869951161095,0.208,0.094,0.0202905621107281,"13","ENSG00000136807","ENSG00000136807","CDK9"
