"gene_id","gene_symbol","ENTREZID","cell_type","rank_stat"
"ENSG00000144668","ITGA9","3680","Mast_cells",1.04745984617909
"ENSG00000115602","IL1RL1","9173","Mast_cells",1.04620710418361
"ENSG00000156381","ANKRD9","122416","Mast_cells",1.04446711608486
"ENSG00000198730","CTR9","9646","Mast_cells",1.04145683314094
"ENSG00000128699","ORMDL1","94101","Mast_cells",1.04137047445525
"ENSG00000162599","NFIA","4774","Mast_cells",1.03896367807667
"ENSG00000083799","CYLD","1540","Mast_cells",1.03840202292498
"ENSG00000111859","NEDD9","4739","Mast_cells",1.03689688243137
"ENSG00000118482","PHF3","23469","Mast_cells",1.0311986057531
"ENSG00000152601","MBNL1","4154","Mast_cells",1.02935457272315
"ENSG00000131389","SLC6A6","6533","Mast_cells",1.02362230487755
"ENSG00000114784","EIF1B","10289","Mast_cells",1.02286464081341
"ENSG00000134107","BHLHE40","8553","Mast_cells",1.02186875344766
"ENSG00000023445","BIRC3","330","Mast_cells",1.02022843301725
"ENSG00000161671","EMC10","284361","Mast_cells",1.01278162549656
"ENSG00000173598","NUDT4","11163","Mast_cells",1.01175921241851
"ENSG00000100614","PPM1A","5494","Mast_cells",1.0102212750983
"ENSG00000096384","HSP90AB1","3326","Mast_cells",1.01014170644321
"ENSG00000126773","PCNXL4","64430","Mast_cells",1.00834656979489
"ENSG00000116161","CACYBP","27101","Mast_cells",1.00799836128362
"ENSG00000115415","STAT1","6772","Mast_cells",1.00443536180015
"ENSG00000106591","MRPL32","64983","Mast_cells",1.00215854257035
"ENSG00000170275","CRTAP","10491","Mast_cells",1.00141765093476
"ENSG00000141279","NPEPPS","9520","Mast_cells",1.00008313475525
"ENSG00000162613","FUBP1","8880","Mast_cells",0.996450208554053
"ENSG00000160953","MUM1","84939","Mast_cells",0.994585955339021
"ENSG00000245532","NEAT1","283131","Mast_cells",0.994076173243751
"ENSG00000133104","SPG20","23111","Mast_cells",0.993405520676395
"ENSG00000068028","RASSF1","11186","Mast_cells",0.992035904593
"ENSG00000263961","C1orf186","440712","Mast_cells",0.992028310214564
"ENSG00000161835","GRASP","160622","Mast_cells",0.989890260572241
"ENSG00000186480","INSIG1","3638","Mast_cells",0.988581318211719
"ENSG00000257103","LSM14A","26065","Mast_cells",0.988122140652894
"ENSG00000141867","BRD4","23476","Mast_cells",0.98797644273231
"ENSG00000128294","TPST2","8459","Mast_cells",0.986174066192905
"ENSG00000090621","PABPC4","8761","Mast_cells",0.984918115373298
"ENSG00000134602","STK26","51765","Mast_cells",0.984097470895441
"ENSG00000168734","PKIG","11142","Mast_cells",0.979853552099213
"ENSG00000150995","ITPR1","3708","Mast_cells",0.979794345507521
"ENSG00000187098","MITF","4286","Mast_cells",0.979548295659672
"ENSG00000114861","FOXP1","27086","Mast_cells",0.979236319381082
"ENSG00000140941","MAP1LC3B","81631","Mast_cells",0.977982182657912
"ENSG00000047410","TPR","7175","Mast_cells",0.977494593132636
"ENSG00000077380","DYNC1I2","1781","Mast_cells",0.977451638068663
"ENSG00000140943","MBTPS1","8720","Mast_cells",0.975795603142964
"ENSG00000145782","ATG12","9140","Mast_cells",0.975711862306395
"ENSG00000115419","GLS","2744","Mast_cells",0.974733589059038
"ENSG00000166889","PATL1","219988","Mast_cells",0.973248626359229
"ENSG00000085832","EPS15","2060","Mast_cells",0.970631569146221
"ENSG00000170315","UBB","7314","Mast_cells",0.970160184736026
"ENSG00000007392","LUC7L","55692","Mast_cells",0.969131374049642
"ENSG00000146278","PNRC1","10957","Mast_cells",0.965728664812963
"ENSG00000101361","NOP56","10528","Mast_cells",0.9561870787512
"ENSG00000005810","MYCBP2","23077","Mast_cells",0.955742334121725
"ENSG00000087586","AURKA","6790","Mast_cells",0.953996517322669
"ENSG00000156508","EEF1A1","1915","Mast_cells",0.949683198915193
"ENSG00000140105","WARS","7453","Mast_cells",0.949319362171252
"ENSG00000119414","PPP6C","5537","Mast_cells",0.947370163688177
"ENSG00000166501","PRKCB","5579","Mast_cells",0.946651336784094
"ENSG00000198805","PNP","4860","Mast_cells",0.945274347658393
"ENSG00000139629","GALNT6","11226","Mast_cells",0.943619979450932
"ENSG00000141522","ARHGDIA","396","Mast_cells",0.943590938595659
"ENSG00000137876","RSL24D1","51187","Mast_cells",0.942288703588581
"ENSG00000185338","SOCS1","8651","Mast_cells",0.941649459548257
"ENSG00000171862","PTEN","5728","Mast_cells",0.939302131812571
"ENSG00000004534","RBM6","10180","Mast_cells",0.936074535347137
"ENSG00000137815","RTF1","23168","Mast_cells",0.935190196421269
"ENSG00000166226","CCT2","10576","Mast_cells",0.934190951044986
"ENSG00000127528","KLF2","10365","Mast_cells",0.932573823202041
"ENSG00000167522","ANKRD11","29123","Mast_cells",0.932498330810034
"ENSG00000169403","PTAFR","5724","Mast_cells",0.92990254826138
"ENSG00000169813","HNRNPF","3185","Mast_cells",0.927898528151677
"ENSG00000177954","RPS27","6232","Mast_cells",0.927222223055332
"ENSG00000155849","ELMO1","9844","Mast_cells",0.925237479934587
"ENSG00000229274","XXbac-BPG13B8.10","105375009","Mast_cells",0.923292867571506
"ENSG00000134324","LPIN1","23175","Mast_cells",0.922609621567294
"ENSG00000204287","HLA-DRA","3122","Mast_cells",0.92071656214804
"ENSG00000175130","MARCKSL1","65108","Mast_cells",0.920304207908424
"ENSG00000185361","TNFAIP8L1","126282","Mast_cells",0.91954175779758
"ENSG00000113712","CSNK1A1","1452","Mast_cells",0.918744582530798
"ENSG00000187239","FNBP1","23048","Mast_cells",0.913353448628343
"ENSG00000213741","RPS29","6235","Mast_cells",0.91178444480691
"ENSG00000178913","TAF7","6879","Mast_cells",0.910876869448504
"ENSG00000119820","YIPF4","84272","Mast_cells",0.910820537642101
"ENSG00000204389","HSPA1A","3303","Mast_cells",0.910345713542572
"ENSG00000167258","CDK12","51755","Mast_cells",0.904072903316236
"ENSG00000196230","TUBB","203068","Mast_cells",0.903339715531534
"ENSG00000146007","ZMAT2","153527","Mast_cells",0.900827202895121
"ENSG00000135905","DOCK10","55619","Mast_cells",0.898240094134629
"ENSG00000102103","PQBP1","10084","Mast_cells",0.892253527576469
"ENSG00000110958","PTGES3","10728","Mast_cells",0.889581091927064
"ENSG00000225873","LINC00694","102724231","Mast_cells",0.88789193586966
"ENSG00000067900","ROCK1","6093","Mast_cells",0.88655717298354
"ENSG00000162924","REL","5966","Mast_cells",0.88534930343939
"ENSG00000115355","CCDC88A","55704","Mast_cells",0.885276974998784
"ENSG00000211890","IGHA2","3494","Mast_cells",0.884881650820546
"ENSG00000197894","ADH5","128","Mast_cells",0.88295463688981
"ENSG00000112081","SRSF3","6428","Mast_cells",0.882664041231126
"ENSG00000105373","GLTSCR2","29997","Mast_cells",0.882603075573044
"ENSG00000069535","MAOB","4129","Mast_cells",0.882467709227233
"ENSG00000108405","P2RX1","5023","Mast_cells",0.882176285750119
"ENSG00000116350","SRSF4","6429","Mast_cells",0.881134036369586
"ENSG00000110696","C11orf58","10944","Mast_cells",0.880718299717552
"ENSG00000139083","ETV6","2120","Mast_cells",0.880112722836014
"ENSG00000074201","CLNS1A","1207","Mast_cells",0.876645737178847
"ENSG00000117862","TXNDC12","51060","Mast_cells",0.876552345353258
"ENSG00000137819","PAQR5","54852","Mast_cells",0.875810476687895
"ENSG00000066294","CD84","8832","Mast_cells",0.875397834846554
"ENSG00000133321","RARRES3","5920","Mast_cells",0.875163129624508
"ENSG00000145860","RNF145","153830","Mast_cells",0.873471446285182
"ENSG00000141027","NCOR1","9611","Mast_cells",0.869174262866094
"ENSG00000144566","RAB5A","5868","Mast_cells",0.867867556380708
"ENSG00000103342","GSPT1","2935","Mast_cells",0.865579462712136
"ENSG00000169895","SYAP1","94056","Mast_cells",0.862695428814012
"ENSG00000173120","KDM2A","22992","Mast_cells",0.860612112557221
"ENSG00000125826","RBCK1","10616","Mast_cells",0.858994306824575
"ENSG00000174953","DHX36","170506","Mast_cells",0.857496969705892
"ENSG00000113615","SEC24A","10802","Mast_cells",0.85443177871762
"ENSG00000127483","HP1BP3","50809","Mast_cells",0.854279851389034
"ENSG00000086232","EIF2AK1","27102","Mast_cells",0.853884420475426
"ENSG00000139746","RBM26","64062","Mast_cells",0.852533394920412
"ENSG00000150593","PDCD4","27250","Mast_cells",0.852443741283862
"ENSG00000185129","PURA","5813","Mast_cells",0.852290331620311
"ENSG00000067955","CBFB","865","Mast_cells",0.85206690963932
"ENSG00000127481","UBR4","23352","Mast_cells",0.851355547561553
"ENSG00000169564","PCBP1","5093","Mast_cells",0.850998997822531
"ENSG00000129071","MBD4","8930","Mast_cells",0.849865508205284
"ENSG00000010244","ZNF207","7756","Mast_cells",0.842007799191087
"ENSG00000153234","NR4A2","4929","Mast_cells",0.841043288784385
"ENSG00000125257","ABCC4","10257","Mast_cells",0.840936206479827
"ENSG00000140575","IQGAP1","8826","Mast_cells",0.834414879379767
"ENSG00000111790","FGFR1OP2","26127","Mast_cells",0.833836666415168
"ENSG00000167613","LAIR1","3903","Mast_cells",0.833453098435545
"ENSG00000102931","ARL2BP","23568","Mast_cells",0.829456342326109
"ENSG00000175582","RAB6A","5870","Mast_cells",0.828746206532456
"ENSG00000131236","CAP1","10487","Mast_cells",0.828582168896822
"ENSG00000122482","ZNF644","84146","Mast_cells",0.828194212079363
"ENSG00000184432","COPB2","9276","Mast_cells",0.825155478772606
"ENSG00000071626","DAZAP1","26528","Mast_cells",0.823605881419452
"ENSG00000106069","CHN2","1124","Mast_cells",0.822598150410113
"ENSG00000163349","HIPK1","204851","Mast_cells",0.822091449554261
"ENSG00000134321","RSAD2","91543","Mast_cells",0.822013983479085
"ENSG00000165512","ZNF22","7570","Mast_cells",0.819537692490151
"ENSG00000072364","AFF4","27125","Mast_cells",0.819091394970078
"ENSG00000112110","MRPL18","29074","Mast_cells",0.818662264198981
"ENSG00000130830","MPP1","4354","Mast_cells",0.81756038447119
"ENSG00000141540","TTYH2","94015","Mast_cells",0.817536768664089
"ENSG00000179119","SPTY2D1","144108","Mast_cells",0.817348929793004
"ENSG00000152700","SAR1B","51128","Mast_cells",0.816212859613267
"ENSG00000166949","SMAD3","4088","Mast_cells",0.815730880692472
"ENSG00000085224","ATRX","546","Mast_cells",0.813190572515541
"ENSG00000102908","NFAT5","10725","Mast_cells",0.811866733253583
"ENSG00000009307","CSDE1","7812","Mast_cells",0.811711550153425
"ENSG00000139641","ESYT1","23344","Mast_cells",0.810934184842476
"ENSG00000168300","PCMTD1","115294","Mast_cells",0.806520480018322
"ENSG00000173846","PLK3","1263","Mast_cells",0.803532720287999
"ENSG00000091317","CMTM6","54918","Mast_cells",0.802054898035256
"ENSG00000093183","SEC22C","9117","Mast_cells",0.801827303116446
"ENSG00000101109","STK4","6789","Mast_cells",0.801239607312657
"ENSG00000119048","UBE2B","7320","Mast_cells",0.800006545911566
"ENSG00000088930","XRN2","22803","Mast_cells",0.79869922965931
"ENSG00000101193","GID8","54994","Mast_cells",0.796768727641726
"ENSG00000112576","CCND3","896","Mast_cells",0.796721848500299
"ENSG00000153147","SMARCA5","8467","Mast_cells",0.795561454691843
"ENSG00000162889","MAPKAPK2","9261","Mast_cells",0.795354586003235
"ENSG00000172578","KLHL6","89857","Mast_cells",0.794811702163581
"ENSG00000066044","ELAVL1","1994","Mast_cells",0.794118218283804
"ENSG00000145390","USP53","54532","Mast_cells",0.79184744150288
"ENSG00000121966","CXCR4","7852","Mast_cells",0.790500667032644
"ENSG00000168175","MAPK1IP1L","93487","Mast_cells",0.789125676945872
"ENSG00000121022","COPS5","10987","Mast_cells",0.787979814064676
"ENSG00000165029","ABCA1","19","Mast_cells",0.787495123540781
"ENSG00000113575","PPP2CA","5515","Mast_cells",0.785000860452815
"ENSG00000115762","PLEKHB2","55041","Mast_cells",0.784931595845042
"ENSG00000138069","RAB1A","5861","Mast_cells",0.784509636932822
"ENSG00000179833","SERTAD2","9792","Mast_cells",0.78348460710033
"ENSG00000147471","PROSC","11212","Mast_cells",0.78230867257294
"ENSG00000129315","CCNT1","904","Mast_cells",0.781264426858878
"ENSG00000180353","HCLS1","3059","Mast_cells",0.780793893592999
"ENSG00000145216","FIP1L1","81608","Mast_cells",0.778603458232227
"ENSG00000116539","ASH1L","55870","Mast_cells",0.777911534966575
"ENSG00000109270","LAMTOR3","8649","Mast_cells",0.777793099377083
"ENSG00000088986","DYNLL1","8655","Mast_cells",0.777429576219032
"ENSG00000106211","HSPB1","3315","Mast_cells",0.776812759529249
"ENSG00000116001","TIA1","7072","Mast_cells",0.776744263084757
"ENSG00000131196","NFATC1","4772","Mast_cells",0.776634935795139
"ENSG00000143013","LMO4","8543","Mast_cells",0.772122565266404
"ENSG00000050426","LETMD1","25875","Mast_cells",0.771701718789329
"ENSG00000143862","ARL8A","127829","Mast_cells",0.76984550519661
"ENSG00000197969","VPS13A","23230","Mast_cells",0.767512808945265
"ENSG00000120948","TARDBP","23435","Mast_cells",0.765918581005823
"ENSG00000122644","ARL4A","10124","Mast_cells",0.763184845454119
"ENSG00000075884","ARHGAP15","55843","Mast_cells",0.763182244076922
"ENSG00000186594","MIR22HG","84981","Mast_cells",0.759642568352188
"ENSG00000111670","GNPTAB","79158","Mast_cells",0.759131298369322
"ENSG00000148634","HERC4","26091","Mast_cells",0.758432823271924
"ENSG00000144028","SNRNP200","23020","Mast_cells",0.756372962859895
"ENSG00000112701","SENP6","26054","Mast_cells",0.756277522867602
"ENSG00000087274","ADD1","118","Mast_cells",0.755868559330096
"ENSG00000107341","UBE2R2","54926","Mast_cells",0.750707755806213
"ENSG00000117054","ACADM","34","Mast_cells",0.749263590794922
"ENSG00000135486","HNRNPA1","3178","Mast_cells",0.749052572962564
"ENSG00000184863","RBM33","155435","Mast_cells",0.743814231409547
"ENSG00000028839","TBPL1","9519","Mast_cells",0.742650278113946
"ENSG00000136830","FAM129B","64855","Mast_cells",0.741590953753971
"ENSG00000092820","EZR","7430","Mast_cells",0.741316071480136
"ENSG00000117632","STMN1","3925","Mast_cells",0.741058545158968
"ENSG00000094975","SUCO","51430","Mast_cells",0.740138367898761
"ENSG00000141480","ARRB2","409","Mast_cells",0.738242587457421
"ENSG00000100599","RIN3","79890","Mast_cells",0.733056836950055
"ENSG00000143622","RIT1","6016","Mast_cells",0.731589358429108
"ENSG00000092203","TOX4","9878","Mast_cells",0.730165899949551
"ENSG00000188994","ZNF292","23036","Mast_cells",0.72805895070931
"ENSG00000123091","RNF11","26994","Mast_cells",0.726715685265295
"ENSG00000131051","RBM39","9584","Mast_cells",0.725041063713985
"ENSG00000159256","MORC3","23515","Mast_cells",0.723321128367321
"ENSG00000117000","RLF","6018","Mast_cells",0.723097568439169
"ENSG00000205937","RNPS1","10921","Mast_cells",0.722714121191605
"ENSG00000153914","SREK1","140890","Mast_cells",0.721202306369028
"ENSG00000086065","CHMP5","51510","Mast_cells",0.720721976787219
"ENSG00000053254","FOXN3","1112","Mast_cells",0.720268041170588
"ENSG00000110002","VWA5A","4013","Mast_cells",0.719348642405215
"ENSG00000147669","POLR2K","5440","Mast_cells",0.718993622614245
"ENSG00000147533","GOLGA7","51125","Mast_cells",0.718886300022204
"ENSG00000108055","SMC3","9126","Mast_cells",0.718678299832992
"ENSG00000153922","CHD1","1105","Mast_cells",0.716805276104347
"ENSG00000257093","KIAA1147","57189","Mast_cells",0.716190884470062
"ENSG00000100345","MYH9","4627","Mast_cells",0.713345759861323
"ENSG00000101040","ZMYND8","23613","Mast_cells",0.71311354412418
"ENSG00000205339","IPO7","10527","Mast_cells",0.711638107734844
"ENSG00000125944","HNRNPR","10236","Mast_cells",0.71071006155098
"ENSG00000005483","KMT2E","55904","Mast_cells",0.709179840735686
"ENSG00000198492","YTHDF2","51441","Mast_cells",0.706897385992603
"ENSG00000144655","CSRNP1","64651","Mast_cells",0.706657037776701
"ENSG00000117505","DR1","1810","Mast_cells",0.703917879355364
"ENSG00000143933","CALM2","805","Mast_cells",0.70352508975565
"ENSG00000127022","CANX","821","Mast_cells",0.701644530951786
"ENSG00000174891","RSRC1","51319","Mast_cells",0.701220794173688
"ENSG00000111596","CNOT2","4848","Mast_cells",0.700723377202521
"ENSG00000125354","SEPT6","23157","Mast_cells",0.699849030687203
"ENSG00000141293","SKAP1","8631","Mast_cells",0.699375417922548
"ENSG00000130203","APOE","348","Mast_cells",0.698812675462908
"ENSG00000105323","HNRNPUL1","11100","Mast_cells",0.695462825361994
"ENSG00000100906","NFKBIA","4792","Mast_cells",0.695330631742923
"ENSG00000029725","RABEP1","9135","Mast_cells",0.69524827607652
"ENSG00000100030","MAPK1","5594","Mast_cells",0.694817377227842
"ENSG00000065809","FAM107B","83641","Mast_cells",0.692607396113847
"ENSG00000163399","ATP1A1","476","Mast_cells",0.691821686931429
"ENSG00000082898","XPO1","7514","Mast_cells",0.690251847887375
"ENSG00000143162","CREG1","8804","Mast_cells",0.686949030601963
"ENSG00000186660","ZFP91","80829","Mast_cells",0.685718198274154
"ENSG00000181722","ZBTB20","26137","Mast_cells",0.68443174109779
"ENSG00000100368","CSF2RB","1439","Mast_cells",0.683497175140687
"ENSG00000174282","ZBTB4","57659","Mast_cells",0.682607780376473
"ENSG00000184277","TM2D3","80213","Mast_cells",0.681158930424323
"ENSG00000117859","OSBPL9","114883","Mast_cells",0.680893561721438
"ENSG00000100813","ACIN1","22985","Mast_cells",0.679575930822681
"ENSG00000198961","PJA2","9867","Mast_cells",0.675423282622763
"ENSG00000167552","TUBA1A","7846","Mast_cells",0.675249602032153
"ENSG00000243927","MRPS6","64968","Mast_cells",0.673678656409067
"ENSG00000164031","DNAJB14","79982","Mast_cells",0.673467347432223
"ENSG00000134186","PRPF38B","55119","Mast_cells",0.671474653999968
"ENSG00000009790","TRAF3IP3","80342","Mast_cells",0.668902730174586
"ENSG00000147274","RBMX","27316","Mast_cells",0.66637888887917
"ENSG00000086300","SNX10","29887","Mast_cells",0.66595432207669
"ENSG00000151748","SAV1","60485","Mast_cells",0.663864622208362
"ENSG00000138756","BMP2K","55589","Mast_cells",0.661985756981938
"ENSG00000154642","C21orf91","54149","Mast_cells",0.661455198034505
"ENSG00000151923","TIAL1","7073","Mast_cells",0.661056319189199
"ENSG00000144744","UBA3","9039","Mast_cells",0.659930972464894
"ENSG00000011295","TTC19","54902","Mast_cells",0.659876479336668
"ENSG00000165233","CARD19","84270","Mast_cells",0.659659098068143
"ENSG00000146247","PHIP","55023","Mast_cells",0.659213670550432
"ENSG00000151353","TMEM18","129787","Mast_cells",0.657349467361517
"ENSG00000136770","DNAJC1","64215","Mast_cells",0.657021976607833
"ENSG00000147872","PLIN2","123","Mast_cells",0.652387109928727
"ENSG00000150753","CCT5","22948","Mast_cells",0.648923522120462
"ENSG00000133703","KRAS","3845","Mast_cells",0.648258976880024
"ENSG00000100883","SRP54","6729","Mast_cells",0.646752518710603
"ENSG00000275066","SYNRG","11276","Mast_cells",0.646327945217927
"ENSG00000137161","CNPY3","10695","Mast_cells",0.644139583264007
"ENSG00000106609","TMEM248","55069","Mast_cells",0.644106752358421
"ENSG00000257923","CUX1","1523","Mast_cells",0.643079867961767
"ENSG00000146963","LUC7L2","51631","Mast_cells",0.641521084211466
"ENSG00000001036","FUCA2","2519","Mast_cells",0.641046624708298
"ENSG00000136758","YME1L1","10730","Mast_cells",0.637721861121549
"ENSG00000008952","SEC62","7095","Mast_cells",0.637478397991302
"ENSG00000133639","BTG1","694","Mast_cells",0.637277971193455
"ENSG00000119335","SET","6418","Mast_cells",0.635499629752185
"ENSG00000136950","ARPC5L","81873","Mast_cells",0.634712190708819
"ENSG00000059758","CDK17","5128","Mast_cells",0.633971598027844
"ENSG00000148848","ADAM12","8038","Mast_cells",0.633703894997995
"ENSG00000108828","VAT1","10493","Mast_cells",0.632466545948119
"ENSG00000148229","POLE3","54107","Mast_cells",0.632244405384992
"ENSG00000131504","DIAPH1","1729","Mast_cells",0.631169582017082
"ENSG00000118515","SGK1","6446","Mast_cells",0.630206964975319
"ENSG00000064666","CNN2","1265","Mast_cells",0.629097592756495
"ENSG00000146232","NFKBIE","4794","Mast_cells",0.628934105312352
"ENSG00000172322","CLEC12A","160364","Mast_cells",0.628913099105959
"ENSG00000177889","UBE2N","7334","Mast_cells",0.622926316672078
"ENSG00000179085","DPM3","54344","Mast_cells",0.618747571771436
"ENSG00000089902","RCOR1","23186","Mast_cells",0.618085698519522
"ENSG00000166275","BORCS7","119032","Mast_cells",0.61755094056556
"ENSG00000130985","UBA1","7317","Mast_cells",0.616442939695769
"ENSG00000179632","MAF1","84232","Mast_cells",0.616364334548375
"ENSG00000113240","CLK4","57396","Mast_cells",0.615379734600755
"ENSG00000115520","COQ10B","80219","Mast_cells",0.612718223855421
"ENSG00000124831","LRRFIP1","9208","Mast_cells",0.612712245237185
"ENSG00000163683","SMIM14","201895","Mast_cells",0.610637461579456
"ENSG00000197746","PSAP","5660","Mast_cells",0.610024165081205
"ENSG00000122545","SEPT7","989","Mast_cells",0.609884466358848
"ENSG00000124422","USP22","23326","Mast_cells",0.608413490439701
"ENSG00000170852","KBTBD2","25948","Mast_cells",0.608313910981256
"ENSG00000113282","CLINT1","9685","Mast_cells",0.60793238005623
"ENSG00000100941","PNN","5411","Mast_cells",0.607437516136635
"ENSG00000104825","NFKBIB","4793","Mast_cells",0.607205429028169
"ENSG00000143401","ANP32E","81611","Mast_cells",0.606035657056907
"ENSG00000100784","RPS6KA5","9252","Mast_cells",0.605777342631874
"ENSG00000019582","CD74","972","Mast_cells",0.603562110858682
"ENSG00000102144","PGK1","5230","Mast_cells",0.601729434550752
"ENSG00000134046","MBD2","8932","Mast_cells",0.598168535783688
"ENSG00000154473","BUB3","9184","Mast_cells",0.597773765942023
"ENSG00000110330","BIRC2","329","Mast_cells",0.597155034484541
"ENSG00000100234","TIMP3","7078","Mast_cells",0.595407972252401
"ENSG00000175354","PTPN2","5771","Mast_cells",0.595259549926772
"ENSG00000128245","YWHAH","7533","Mast_cells",0.595166459512788
"ENSG00000142634","EFHD2","79180","Mast_cells",0.593657257700715
"ENSG00000123908","AGO2","27161","Mast_cells",0.593122401968874
"ENSG00000157216","SSBP3","23648","Mast_cells",0.592373892591981
"ENSG00000035720","STAP1","26228","Mast_cells",0.591236837705208
"ENSG00000117500","TMED5","50999","Mast_cells",0.591169008946884
"ENSG00000166164","BRD7","29117","Mast_cells",0.590355818900419
"ENSG00000170892","TSEN34","79042","Mast_cells",0.590095525243642
"ENSG00000104164","BLOC1S6","26258","Mast_cells",0.587522193371631
"ENSG00000189067","LITAF","9516","Mast_cells",0.586148709344841
"ENSG00000116754","SRSF11","9295","Mast_cells",0.58596574987486
"ENSG00000168769","TET2","54790","Mast_cells",0.584773706495787
"ENSG00000181904","C5orf24","134553","Mast_cells",0.583493409450655
"ENSG00000188529","SRSF10","10772","Mast_cells",0.58239668011574
"ENSG00000122188","LAX1","54900","Mast_cells",0.581017823369794
"ENSG00000256235","SMIM3","85027","Mast_cells",0.576064379212151
"ENSG00000122958","VPS26A","9559","Mast_cells",0.575469898870236
"ENSG00000083544","TDRD3","81550","Mast_cells",0.57496919801815
"ENSG00000214530","STARD10","10809","Mast_cells",0.574907064913136
"ENSG00000100138","SNU13","4809","Mast_cells",0.574012472588596
"ENSG00000144426","NBEAL1","65065","Mast_cells",0.573576199939106
"ENSG00000136546","SCN7A","6332","Mast_cells",0.571759096703477
"ENSG00000133835","HSD17B4","3295","Mast_cells",0.571250675330976
"ENSG00000109320","NFKB1","4790","Mast_cells",0.571249269282122
"ENSG00000126247","CAPNS1","826","Mast_cells",0.569507924861012
"ENSG00000128989","ARPP19","10776","Mast_cells",0.568911224204082
"ENSG00000067334","DNTTIP2","30836","Mast_cells",0.56537395114489
"ENSG00000154229","PRKCA","5578","Mast_cells",0.564477894393975
"ENSG00000180992","MRPL14","64928","Mast_cells",0.564293855169141
"ENSG00000152465","NMT2","9397","Mast_cells",0.563676555438356
"ENSG00000204397","CARD16","114769","Mast_cells",0.56329165801881
"ENSG00000171612","SLC25A33","84275","Mast_cells",0.562383444053792
"ENSG00000109606","DHX15","1665","Mast_cells",0.560803381752765
"ENSG00000186184","POLR1D","51082","Mast_cells",0.560674033011548
"ENSG00000072401","UBE2D1","7321","Mast_cells",0.560059369781699
"ENSG00000115053","NCL","4691","Mast_cells",0.559917969449812
"ENSG00000127445","PIN1","5300","Mast_cells",0.559667036734212
"ENSG00000136451","VEZF1","7716","Mast_cells",0.55948941249004
"ENSG00000278311","GGNBP2","79893","Mast_cells",0.558592716403579
"ENSG00000159720","ATP6V0D1","9114","Mast_cells",0.556045227743935
"ENSG00000135446","CDK4","1019","Mast_cells",0.554944587543788
"ENSG00000167658","EEF2","1938","Mast_cells",0.554644322984922
"ENSG00000134283","PPHLN1","51535","Mast_cells",0.554278130337964
"ENSG00000048471","SNX29","92017","Mast_cells",0.553264456548354
"ENSG00000120992","LYPLA1","10434","Mast_cells",0.551289838885467
"ENSG00000069956","MAPK6","5597","Mast_cells",0.550923388194039
"ENSG00000133056","PIK3C2B","5287","Mast_cells",0.54988910247503
"ENSG00000170759","KIF5B","3799","Mast_cells",0.549563442536785
"ENSG00000144747","TMF1","7110","Mast_cells",0.549412663208329
"ENSG00000138758","SEPT11","55752","Mast_cells",0.546830926236385
"ENSG00000128590","DNAJB9","4189","Mast_cells",0.545561143861568
"ENSG00000131507","NDFIP1","80762","Mast_cells",0.545433824106281
"ENSG00000089737","DDX24","57062","Mast_cells",0.543608766983891
"ENSG00000120686","UFM1","51569","Mast_cells",0.542759800079157
"ENSG00000117614","SYF2","25949","Mast_cells",0.542629605260737
"ENSG00000198604","BAZ1A","11177","Mast_cells",0.542200879112243
"ENSG00000143155","TIPRL","261726","Mast_cells",0.541933521081388
"ENSG00000115977","AAK1","22848","Mast_cells",0.541130245782734
"ENSG00000143183","TMCO1","54499","Mast_cells",0.540926408845451
"ENSG00000073584","SMARCE1","6605","Mast_cells",0.538211809079397
"ENSG00000126777","KTN1","3895","Mast_cells",0.53770032307945
"ENSG00000123416","TUBA1B","10376","Mast_cells",0.534723749334463
"ENSG00000130640","TUBGCP2","10844","Mast_cells",0.533366472853788
"ENSG00000113384","GOLPH3","64083","Mast_cells",0.533224477003194
"ENSG00000229056","AC020571.3","101927482","Mast_cells",0.532758858219529
"ENSG00000130706","ADRM1","11047","Mast_cells",0.532187665760936
"ENSG00000125827","TMX4","56255","Mast_cells",0.53045951181168
"ENSG00000198898","CAPZA2","830","Mast_cells",0.528959953653894
"ENSG00000169554","ZEB2","9839","Mast_cells",0.526806537450279
"ENSG00000099337","KCNK6","9424","Mast_cells",0.524350690366534
"ENSG00000179933","C14orf119","55017","Mast_cells",0.520310745984316
"ENSG00000155959","VBP1","7411","Mast_cells",0.519498977182968
"ENSG00000111481","COPZ1","22818","Mast_cells",0.518392204877436
"ENSG00000121281","ADCY7","113","Mast_cells",0.516605265763356
"ENSG00000173706","HEG1","57493","Mast_cells",0.514168523212698
"ENSG00000119523","ALG2","85365","Mast_cells",0.513967529790967
"ENSG00000075415","SLC25A3","5250","Mast_cells",0.512761839878007
"ENSG00000160633","SAFB","6294","Mast_cells",0.511940298892712
"ENSG00000161960","EIF4A1","1973","Mast_cells",0.510128860940147
"ENSG00000204138","PHACTR4","65979","Mast_cells",0.509833129309162
"ENSG00000125952","MAX","4149","Mast_cells",0.509719812820179
"ENSG00000160310","PRMT2","3275","Mast_cells",0.50905905135278
"ENSG00000114446","IFT57","55081","Mast_cells",0.508999138688818
"ENSG00000137776","SLTM","79811","Mast_cells",0.507103130921555
"ENSG00000135916","ITM2C","81618","Mast_cells",0.50613909819762
"ENSG00000148248","SURF4","6836","Mast_cells",0.505291049033001
"ENSG00000102393","GLA","2717","Mast_cells",0.503972748230461
