"gene_id","cell_type","loo_direction_consistency","min_loo_logcpm_difference","max_loo_logcpm_difference"
"ENSG00000040487","B_cells",0.5,-0.50089378817772,0.13577224027393
"ENSG00000077549","B_cells",1,-0.812098024814651,-0.463255914287537
"ENSG00000173436","B_cells",1,-0.968499648752982,-0.229611321107628
"ENSG00000162542","B_cells",0.666666666666667,-0.417849451477311,0.308336374006361
"ENSG00000169914","B_cells",1,0.244820597959963,0.779139357544106
"ENSG00000162545","B_cells",0.333333333333333,-0.658275613769999,0.542575893565083
"ENSG00000090432","B_cells",0.833333333333333,-0.46723752074207,0.0849490110309739
"ENSG00000158828","B_cells",1,-0.786855301229856,-0.0359391519597554
"ENSG00000244038","B_cells",0.833333333333333,-0.582474567133823,0.0347159520910019
"ENSG00000127483","B_cells",0.833333333333333,-0.0620161440676066,0.122594032762354
"ENSG00000075151","B_cells",0.5,-0.356565522913718,0.0935065404611874
"ENSG00000117298","B_cells",0.5,-0.366748869147448,0.0778211046313588
"ENSG00000090686","B_cells",1,-0.294436708948475,-0.111163555178417
"ENSG00000218510","B_cells",1,-1.33993204915752,-0.801971567893459
"ENSG00000070831","B_cells",0.5,-0.193589535355116,0.220249272366001
"ENSG00000184677","B_cells",1,0.0476054793122045,0.394372696150118
"ENSG00000173372","B_cells",1,0.622159581065992,1.21809252566003
"ENSG00000159189","B_cells",1,1.43793307719378,2.35315270851331
"ENSG00000173369","B_cells",1,0.555971937111414,1.35758355907894
"ENSG00000004487","B_cells",1,-0.490766717331104,-0.222263376344446
"ENSG00000169641","B_cells",0.666666666666667,-0.190947011710428,0.573049091787945
"ENSG00000261326","B_cells",1,0.253379463634424,1.46477679347563
"ENSG00000125944","B_cells",1,-0.791253379534867,-0.246164315838239
"ENSG00000007968","B_cells",1,-2.17923498780362,-0.841767076521359
"ENSG00000117318","B_cells",0.333333333333333,-0.620595830280996,0.546882745314129
"ENSG00000142676","B_cells",0.833333333333333,-0.711530617432233,0.165155450709905
"ENSG00000011007","B_cells",1,0.707990878626778,1.29269254828218
"ENSG00000236810","B_cells",1,-0.640554190684379,-0.233330428977238
"ENSG00000057757","B_cells",1,0.244095709439622,0.742613709124577
"ENSG00000011009","B_cells",0.833333333333333,-0.190622970579699,0.00127695857720678
"ENSG00000117308","B_cells",0.833333333333333,-0.335325313130241,0.238061152317619
"ENSG00000117305","B_cells",0.666666666666667,-0.379086677495334,0.148138022920793
"ENSG00000179163","B_cells",1,0.0710067113105803,0.816055144049066
"ENSG00000188822","B_cells",0.833333333333333,-0.308904250234428,0.761547285284217
"ENSG00000189266","B_cells",1,-0.515467068237922,-0.316582799243806
"ENSG00000188529","B_cells",1,-0.623977968665529,-0.255265460203866
"ENSG00000185436","B_cells",1,0.00550552137714444,0.466519480323252
"ENSG00000001460","B_cells",1,-0.396706071083086,-0.0115370473134764
"ENSG00000001461","B_cells",1,-0.855118680421409,-0.261475297258698
"ENSG00000117602","B_cells",0.833333333333333,-0.04322443295196,0.382800037795061
"ENSG00000133226","B_cells",0.833333333333333,-0.537227387235323,0.0968101971352375
"ENSG00000169504","B_cells",1,-0.506928901618071,-0.195033040278018
"ENSG00000020633","B_cells",1,0.159560506213626,0.588312388017166
"ENSG00000117614","B_cells",0.833333333333333,-0.586751752818207,0.220719291587493
"ENSG00000117616","B_cells",0.833333333333333,-0.0222040220717963,0.562130674186503
"ENSG00000183726","B_cells",0.5,-0.15952266679405,0.481886825859508
"ENSG00000204178","B_cells",0.833333333333333,-0.259508240770373,0.0206812687692741
"ENSG00000157978","B_cells",0.833333333333333,-0.168924028007851,0.967498895325007
"ENSG00000162430","B_cells",1,0.212061153845006,1.54000550405313
"ENSG00000117640","B_cells",1,-0.915601395801797,-0.745242299388881
"ENSG00000117632","B_cells",1,-1.88364407040906,-0.266216485879632
"ENSG00000142684","B_cells",0.166666666666667,-0.908799933689685,0.529275476776208
"ENSG00000130695","B_cells",0.833333333333333,-1.0643907123203,0.137444566651809
"ENSG00000142669","B_cells",1,-0.825302788347624,-0.297849245393857
"ENSG00000158062","B_cells",0.333333333333333,-0.230652512281495,0.532977339446851
"ENSG00000169442","B_cells",1,-0.676344115673613,-0.395450474049639
"ENSG00000117682","B_cells",1,-0.850811523927681,-0.291152037508502
"ENSG00000198830","B_cells",1,-1.50309472545669,-0.556094429593884
"ENSG00000117676","B_cells",1,-0.607018005996678,-0.0065505526122327
"ENSG00000117713","B_cells",1,0.112759388299722,0.994491340332013
"ENSG00000204160","B_cells",0.833333333333333,-0.124519826100894,0.494735939795032
"ENSG00000142751","B_cells",0.666666666666667,-0.0537583379563116,0.379919589875979
"ENSG00000198746","B_cells",1,0.21031898304975,0.712850737661547
"ENSG00000090273","B_cells",0.833333333333333,-0.867956886664521,0.144593028601304
"ENSG00000090020","B_cells",1,0.405001027442729,0.987913438623532
"ENSG00000142784","B_cells",0.833333333333333,-0.142403381102746,0.35886341383915
"ENSG00000186501","B_cells",1,-0.98963546647515,-0.533444747003826
"ENSG00000142765","B_cells",0.666666666666667,-0.452172625034775,0.158905813363715
"ENSG00000158195","B_cells",0.833333333333333,-0.259267542057348,0.154713427427669
"ENSG00000126705","B_cells",0.833333333333333,-0.0811535156727778,0.972234269363239
"ENSG00000000938","B_cells",0.833333333333333,-0.897241827573022,0.00758456982631417
"ENSG00000126709","B_cells",0.833333333333333,-0.511829775073974,1.11015904058095
